product_id,price,category,status,amount,region,priority,user_id,old_name,base_price,order_date
P1569,2940.32,Furniture,Refunded,5880.64,South,Low,U28857,Rachel Lewis,2940.32,2025-04-20
P1570,10.84,Books,Cancelled,43.36,North,High,U84887,Ivan Walker,10.84,2025-01-16
P1571,134.04,Clothing,Completed,134.04,West,Medium,U53231,Mike King,134.04,2025-01-17
P1572,56.7,Books,Refunded,226.8,West,Medium,U19188,Rachel Taylor,56.7,2025-01-13
P1573,49.99,Books,Completed,199.96,East,Medium,U62509,Bob Johnson,49.99,2025-06-18
P1574,480.85,Sports,Refunded,480.85,East,Low,U82676,Bob Lewis,480.85,2025-11-07
P1575,70.2,Groceries,Cancelled,70.2,West,High,U67407,Grace Brown,70.2,2025-01-07
P1576,1453.49,Electronics,Pending,7267.45,West,Medium,U80851,Julia Walker,1453.49,2025-09-27
P1577,230.16,Sports,Completed,230.16,East,High,U15611,Mike Johnson,230.16,2025-04-26
P1578,41.7,Books,Pending,166.8,South,High,,Eva Walker,41.7,2025-11-01
P1579,2730.82,Furniture,Completed,13654.1,South,Low,U11882,Frank Smith,2730.82,2025-05-27
P1580,57.67,Sports,Pending,288.35,North,High,U87984,Tina Taylor,57.67,2025-02-26
P1581,90.98,Clothing,Cancelled,363.92,North,Low,U28000,Kevin Taylor,90.98,2025-01-19
P1582,73.75,Clothing,Cancelled,73.75,South,Medium,U58487,Rachel Brown,73.75,2025-08-08
P1583,10.9,Toys,Refunded,10.9,South,High,U20580,Alice Smith,10.9,2025-03-03
P1584,40.85,Books,Refunded,122.55,West,Low,U28754,Ivan Young,40.85,2025-08-14
P1585,188.24,Clothing,Completed,941.2,South,Low,U21537,Julia Clark,188.24,2025-07-01
P1586,39.17,Toys,Completed,39.17,East,Low,U70845,Grace Anderson,39.17,2025-01-07
P1587,1603.4,Electronics,Refunded,6413.6,South,High,U15651,Bob Clark,1603.4,2025-05-07
P1588,829.01,Furniture,Refunded,4145.05,North,High,U80432,Frank Brown,829.01,2025-01-16
P1589,21.83,Toys,Refunded,43.66,East,Medium,U98716,Kevin Taylor,21.83,2025-02-11
P1590,28.63,Clothing,Pending,114.52,West,High,U86689,Paula Smith,28.63,2025-07-05
P1591,186.3,Clothing,Pending,745.2,West,Medium,U35448,Laura Anderson,186.3,2025-04-11
P1592,16.1,Clothing,Completed,80.5,East,High,U71018,Oscar Lewis,16.1,2025-03-25
P1593,23.55,Groceries,Pending,70.65,South,Low,U40107,Charlie Lewis,23.55,2025-09-16
P1594,497.88,Sports,Refunded,2489.4,West,Medium,,Nina Taylor,497.88,2025-04-11
P1595,1780.45,Furniture,Pending,8902.25,North,Medium,U15250,Paula Young,1780.45,2025-01-14
P1596,62.18,Toys,Refunded,62.18,West,High,U11628,Nina Taylor,62.18,2025-03-12
P1597,25.43,Groceries,Completed,25.43,West,Low,U70199,Steve King,25.43,2025-01-15
P1598,2338.32,Furniture,Pending,9353.28,East,Low,U93021,Alice Johnson,2338.32,2025-07-23
P1599,54.03,Groceries,Refunded,162.09,East,Low,U81098,Steve Taylor,54.03,2025-11-03
P1600,132.72,Toys,Cancelled,132.72,North,High,U70994,Tina Smith,132.72,2025-06-12
P1601,133.15,Clothing,Pending,133.15,South,Medium,U24884,Paula King,133.15,2025-12-07
P1602,375.06,Sports,Cancelled,750.12,East,Medium,U65434,Ivan Smith,375.06,2025-02-12
P1603,46.34,Groceries,Completed,231.7,West,Low,U79842,Julia Walker,46.34,2025-10-12
P1604,339.92,Sports,Pending,339.92,West,High,U33437,Julia Johnson,339.92,2025-02-06
P1605,12.98,Groceries,Refunded,25.96,South,High,U92218,Alice Anderson,12.98,2025-07-22
P1606,140.1,Toys,Cancelled,560.4,West,Medium,U12815,Julia Taylor,140.1,2025-02-01
P1607,402.97,Sports,Cancelled,2014.85,West,Low,U94679,Kevin Walker,402.97,2025-10-22
P1608,34.16,Books,Refunded,170.8,West,Medium,U50172,Frank Anderson,34.16,2025-04-16
P1609,97.13,Groceries,Pending,97.13,East,Medium,U31805,Tina Brown,97.13,2025-12-18
P1610,19.86,Groceries,Pending,39.72,South,High,U51500,Steve Brown,19.86,2025-08-09
P1611,20.08,Groceries,Completed,100.4,East,Medium,U68776,Rachel Brown,20.08,2025-09-10
P1612,1844.85,Electronics,Refunded,7379.4,South,Medium,U30454,Alice Young,1844.85,2025-09-11
P1613,43.8,Books,Cancelled,175.2,South,Low,U67947,Kevin Johnson,43.8,2025-12-16
P1614,321.88,Electronics,Completed,1609.4,East,High,U38883,Oscar Clark,321.88,2025-02-11
P1615,1235.89,Electronics,Pending,2471.78,East,High,,Rachel Walker,1235.89,2025-11-22
P1616,1952.89,Electronics,Pending,7811.56,West,Medium,U77050,Bob Clark,1952.89,2025-07-05
P1617,51.96,Books,Refunded,155.88,East,High,U56052,Julia Walker,51.96,2025-09-03
P1618,148.29,Clothing,Refunded,593.16,West,Medium,U65552,Nina Brown,148.29,2025-10-20
P1619,330.1,Electronics,Refunded,990.3,East,High,U87421,Mike Johnson,330.1,2025-01-14
P1620,55.29,Books,Pending,221.16,West,Low,U27947,Grace Brown,55.29,2025-07-10
P1621,76.13,Toys,Cancelled,228.39,West,Low,U39428,Alice Smith,76.13,2025-03-09
P1622,95.69,Groceries,Completed,382.76,East,Medium,U94513,Hannah Smith,95.69,2025-02-25
P1623,50.32,Groceries,Cancelled,50.32,West,Low,U43804,Paula Johnson,50.32,2025-06-17
P1624,36.64,Books,Pending,109.92,North,High,U27759,Laura Brown,36.64,2025-01-09
P1625,43.11,Groceries,Completed,129.33,East,Medium,U20069,Quinn Taylor,43.11,2025-11-06
P1626,56.31,Sports,Cancelled,112.62,East,Low,U45580,Laura Johnson,56.31,2025-09-19
P1627,82.68,Groceries,Pending,82.68,East,Medium,U64000,Kevin Brown,82.68,2025-02-07
P1628,105.64,Clothing,Completed,211.28,West,Medium,U25278,Eva Smith,105.64,2025-08-12
P1629,69.72,Groceries,Refunded,139.44,East,High,U13769,David Taylor,69.72,2025-03-28
P1630,12.83,Books,Cancelled,25.66,South,High,U20302,Nina Johnson,12.83,2025-02-01
P1631,247.28,Sports,Completed,989.12,South,High,,Quinn King,247.28,2025-01-16
P1632,1821.63,Electronics,Completed,1821.63,East,Low,,David Johnson,1821.63,2025-10-07
P1633,135.67,Toys,Cancelled,271.34,North,High,U46356,Steve Clark,135.67,2025-06-06
P1634,255.31,Sports,Pending,1276.55,North,High,U11832,Quinn Taylor,255.31,2025-12-07
P1635,18.83,Groceries,Completed,94.15,North,High,U72221,Laura King,18.83,2025-03-15
P1636,57.68,Books,Cancelled,115.36,West,Medium,U39825,Nina Johnson,57.68,2025-06-04
P1637,419.92,Furniture,Refunded,839.84,East,Low,U15322,Charlie Clark,419.92,2025-08-04
P1638,922.47,Furniture,Cancelled,4612.35,West,High,U48088,Nina Taylor,922.47,2025-02-27
P1639,243.08,Sports,Pending,729.24,North,Low,U23785,Mike Walker,243.08,2025-09-22
P1640,9.68,Books,Refunded,19.36,West,Low,U23332,Frank Johnson,9.68,2025-06-07
P1641,21.63,Groceries,Completed,86.52,South,Medium,U46505,Steve King,21.63,2025-05-25
P1642,402.48,Sports,Cancelled,1609.92,West,Low,U63011,Paula Young,402.48,2025-05-05
P1643,232.77,Sports,Cancelled,232.77,West,Medium,U27643,Alice Johnson,232.77,2025-12-02
P1644,43.43,Sports,Pending,43.43,West,Low,U30019,Julia King,43.43,2025-10-04
P1645,47.49,Sports,Refunded,237.45,West,High,U75260,Paula Young,47.49,2025-05-18
P1646,81.33,Groceries,Completed,406.65,North,Medium,U25615,Mike Walker,81.33,2025-06-28
P1647,1383.41,Furniture,Completed,1383.41,South,Low,U49720,Frank Walker,1383.41,2025-07-05
P1648,72.14,Groceries,Completed,288.56,West,Low,U80699,Steve Walker,72.14,2025-08-18
P1649,86.59,Sports,Refunded,86.59,East,Medium,U59518,Tina Clark,86.59,2025-05-11
P1650,104.89,Electronics,Pending,104.89,East,Medium,U86541,Alice Clark,104.89,2025-07-04
P1651,1100.91,Furniture,Refunded,3302.73,East,High,U42455,Hannah Anderson,1100.91,2025-10-03
P1652,8.6,Books,Completed,25.8,East,High,,Kevin Smith,8.6,2025-08-22
P1653,217.01,Sports,Refunded,1085.05,East,High,U87068,Alice Clark,217.01,2025-07-19
P1654,1035.02,Furniture,Refunded,1035.02,North,Low,U54035,Paula Young,1035.02,2025-11-11
P1655,126.82,Clothing,Refunded,380.46,South,Medium,U19872,Rachel Taylor,126.82,2025-05-09
P1656,629.77,Electronics,Refunded,3148.85,South,Low,U22053,Steve Johnson,629.77,2025-10-11
P1657,8.59,Groceries,Refunded,42.95,West,High,U20048,Julia Young,8.59,2025-05-14
P1658,34.7,Books,Refunded,69.4,West,Medium,U69405,Rachel Brown,34.7,2025-01-21
P1659,33.39,Books,Refunded,66.78,South,Low,U71249,Ivan Young,33.39,2025-10-28
P1660,454.35,Sports,Completed,2271.75,South,Medium,U41506,Eva Anderson,454.35,2025-07-14
P1661,86.3,Groceries,Pending,86.3,West,Medium,U94678,Frank Anderson,86.3,2025-11-20
P1662,87.11,Clothing,Pending,87.11,South,High,U50703,Oscar Walker,87.11,2025-09-14
P1663,1976.07,Furniture,Pending,1976.07,South,Medium,U43868,Ivan Young,1976.07,2025-03-21
P1664,30.69,Sports,Completed,122.76,North,High,U49056,Charlie Lewis,30.69,2025-06-22
P1665,53.71,Books,Pending,214.84,South,High,U75568,David Young,53.71,2025-11-27
P1666,142.7,Toys,Cancelled,713.5,West,High,U26027,Kevin Clark,142.7,2025-10-24
P1667,2436.94,Furniture,Refunded,4873.88,South,High,U38063,Ivan Walker,2436.94,2025-07-09
P1668,298.85,Sports,Cancelled,1195.4,North,Medium,U72240,Hannah Anderson,298.85,2025-03-12
P1669,2175.45,Furniture,Completed,6526.35,North,Low,U17166,Hannah Anderson,2175.45,2025-09-13
P1670,64.62,Groceries,Completed,193.86,South,Medium,U61508,Ivan Anderson,64.62,2025-02-27
P1671,125.38,Sports,Pending,250.76,West,Low,U94466,Nina Smith,125.38,2025-05-28
P1672,1655.24,Electronics,Refunded,6620.96,West,Medium,U23159,Frank Anderson,1655.24,2025-09-03
P1673,43.25,Groceries,Cancelled,216.25,West,Low,,Bob Brown,43.25,2025-11-15
P1674,324.14,Sports,Refunded,324.14,South,Low,U85472,Charlie Johnson,324.14,2025-03-08
P1675,108.47,Toys,Refunded,216.94,East,Medium,U27499,Ivan Brown,108.47,2025-11-19
P1676,170.51,Sports,Pending,511.53,North,Medium,U61576,Mike King,170.51,2025-04-01
P1677,1850.07,Electronics,Pending,9250.35,North,Medium,U32119,Bob Lewis,1850.07,2025-10-14
P1678,42.72,Toys,Cancelled,42.72,South,Low,U78922,Nina Walker,42.72,2025-11-16
P1679,487.74,Electronics,Pending,975.48,East,Medium,U60079,Eva Lewis,487.74,2025-04-20
P1680,199.09,Clothing,Pending,597.27,West,High,U29129,Alice Anderson,199.09,2025-05-08
P1681,70.39,Toys,Cancelled,140.78,West,High,,Eva Clark,70.39,2025-12-13
P1682,16.67,Books,Refunded,66.68,East,High,U17700,Bob Clark,16.67,2025-04-16
P1683,99.68,Groceries,Completed,498.4,North,Medium,U59930,Julia Lewis,99.68,2025-11-12
P1684,193.93,Clothing,Completed,969.65,South,Medium,U74597,Kevin Walker,193.93,2025-03-03
P1685,71.61,Groceries,Pending,286.44,East,High,U26760,Paula Anderson,71.61,2025-12-12
P1686,920.48,Furniture,Cancelled,2761.44,East,Medium,U51358,Paula Brown,920.48,2025-09-28
P1687,40.02,Books,Completed,160.08,South,High,U34004,Bob Walker,40.02,2025-05-06
P1688,30.69,Books,Refunded,30.69,North,Medium,U83512,Paula Walker,30.69,2025-08-04
P1689,362.68,Sports,Completed,725.36,East,High,U47239,Frank Brown,362.68,2025-12-17
P1690,143.67,Sports,Pending,718.35,North,Low,U33667,Nina Johnson,143.67,2025-04-25
P1691,2063.03,Furniture,Completed,6189.09,East,Low,U25989,Mike Clark,2063.03,2025-10-04
P1692,168.53,Sports,Completed,168.53,West,Low,U69513,Ivan King,168.53,2025-11-01
P1693,97.04,Groceries,Refunded,485.2,East,Low,U84600,Eva Taylor,97.04,2025-01-26
P1694,20.56,Books,Completed,20.56,West,High,U33332,Hannah Lewis,20.56,2025-02-01
P1695,112.03,Sports,Refunded,448.12,East,Low,U95729,Eva Johnson,112.03,2025-05-16
P1696,221.86,Sports,Pending,665.58,East,Low,U58163,Quinn Taylor,221.86,2025-08-15
P1697,1481.68,Furniture,Refunded,7408.4,North,Medium,U90460,Frank Lewis,1481.68,2025-11-14
P1698,128.85,Electronics,Refunded,386.55,South,Low,U30325,Paula Young,128.85,2025-11-21
P1699,17.18,Toys,Refunded,68.72,North,Medium,U26749,Julia Taylor,17.18,2025-09-14
P1700,57.72,Groceries,Completed,288.6,North,Low,U65694,Nina Johnson,57.72,2025-08-22
P1701,36.27,Books,Cancelled,108.81,East,Low,U75987,Alice Johnson,36.27,2025-12-22
P1702,620.7,Furniture,Refunded,1241.4,North,High,U49013,Kevin King,620.7,2025-12-15
P1703,338.43,Sports,Cancelled,1692.15,East,High,U20252,Tina Anderson,338.43,2025-11-04
P1704,1649.69,Furniture,Refunded,1649.69,North,High,U72537,Oscar Lewis,1649.69,2025-11-24
P1705,110.26,Toys,Cancelled,330.78,West,Medium,U27709,Alice Taylor,110.26,2025-02-27
P1706,1407.26,Electronics,Completed,2814.52,South,Medium,U95162,Hannah Lewis,1407.26,2025-11-28
P1707,273.91,Sports,Cancelled,273.91,West,High,U12859,David Brown,273.91,2025-03-24
P1708,29.49,Books,Refunded,117.96,North,Medium,U36389,Julia King,29.49,2025-07-02
P1709,2.77,Groceries,Refunded,11.08,West,Low,U82653,Julia Smith,2.77,2025-08-13
P1710,1588.73,Furniture,Refunded,7943.65,South,Low,U12492,Nina King,1588.73,2025-06-18
P1711,572.31,Electronics,Refunded,2289.24,North,Medium,U94696,Laura Walker,572.31,2025-12-14
P1712,364.6,Electronics,Refunded,729.2,East,Medium,U38796,Steve Clark,364.6,2025-10-28
P1713,360.45,Sports,Pending,1441.8,East,Low,U64638,Laura Walker,360.45,2025-03-20
P1714,63.67,Clothing,Refunded,63.67,South,High,U89396,Paula Johnson,63.67,2025-07-16
P1715,25.0,Groceries,Completed,125.0,North,Medium,U56798,Frank Brown,25.0,2025-09-02
P1716,41.2,Sports,Completed,164.8,South,High,U73748,Ivan Clark,41.2,2025-06-25
P1717,1551.69,Electronics,Cancelled,7758.45,South,Low,U89205,David Smith,1551.69,2025-08-26
P1718,2891.68,Furniture,Completed,2891.68,North,Low,,David Brown,2891.68,2025-11-04
P1719,110.64,Sports,Pending,331.92,East,Low,U76308,Paula Johnson,110.64,2025-03-21
P1720,34.79,Groceries,Completed,69.58,South,Medium,U10863,Hannah Walker,34.79,2025-06-10
P1721,29.83,Toys,Cancelled,89.49,West,Medium,U42171,Eva Young,29.83,2025-07-26
P1722,36.22,Clothing,Refunded,144.88,West,Medium,U77653,Laura Smith,36.22,2025-08-05
P1723,14.87,Sports,Completed,74.35,North,Medium,U31538,Nina Smith,14.87,2025-07-25
P1724,1337.34,Electronics,Completed,2674.68,East,Medium,U99243,Rachel Anderson,1337.34,2025-12-24
P1725,91.1,Groceries,Cancelled,91.1,South,Low,U94394,Grace Young,91.1,2025-10-26
P1726,99.55,Toys,Refunded,298.65,South,Medium,U80442,Kevin Lewis,99.55,2025-12-24
P1727,53.39,Books,Cancelled,266.95,South,High,U50927,Quinn Clark,53.39,2025-11-06
P1728,104.39,Electronics,Cancelled,521.95,South,Medium,U76227,David Smith,104.39,2025-06-09
P1729,32.91,Books,Completed,32.91,North,Medium,U10683,Oscar Clark,32.91,2025-04-26
P1730,59.4,Books,Pending,297.0,East,Medium,U85073,Eva Lewis,59.4,2025-09-24
P1731,29.99,Clothing,Pending,149.95,East,Medium,U65796,Nina Johnson,29.99,2025-02-02
P1732,2676.68,Furniture,Pending,10706.72,West,High,U78977,Mike King,2676.68,2025-09-17
P1733,203.44,Sports,Refunded,610.32,West,Medium,U74165,Nina Brown,203.44,2025-03-17
P1734,102.11,Clothing,Pending,408.44,North,Low,U72043,Bob Brown,102.11,2025-09-12
P1735,1223.12,Electronics,Completed,4892.48,North,Medium,U15279,Quinn Brown,1223.12,2025-02-12
P1736,99.12,Groceries,Cancelled,297.36,West,High,U28630,Steve Lewis,99.12,2025-01-10
P1737,23.13,Groceries,Completed,92.52,North,Low,U15856,Nina Walker,23.13,2025-10-10
P1738,70.59,Toys,Refunded,211.77,West,Low,U27407,Eva Young,70.59,2025-11-15
P1739,230.47,Sports,Pending,921.88,East,High,U97097,Tina Lewis,230.47,2025-07-08
P1740,1083.09,Furniture,Refunded,1083.09,East,Low,U31707,Alice King,1083.09,2025-11-26
P1741,356.63,Sports,Completed,1783.15,North,High,U81019,Steve Smith,356.63,2025-10-17
P1742,152.61,Clothing,Completed,763.05,North,Low,U33559,Alice Anderson,152.61,2025-04-08
P1743,355.75,Sports,Refunded,1778.75,North,Low,U62664,Steve Smith,355.75,2025-08-28
P1744,712.92,Electronics,Refunded,1425.84,North,Low,U43708,Charlie Johnson,712.92,2025-02-18
P1745,64.22,Clothing,Cancelled,128.44,North,High,U63382,Frank Smith,64.22,2025-10-11
P1746,15.16,Clothing,Cancelled,15.16,West,High,U64109,Kevin Anderson,15.16,2025-07-27
P1747,151.16,Electronics,Pending,302.32,West,Low,U60469,David Anderson,151.16,2025-01-11
P1748,1704.05,Furniture,Refunded,1704.05,North,Medium,U12440,Ivan Young,1704.05,2025-10-22
P1749,530.32,Electronics,Pending,2651.6,East,Low,U20998,Quinn Taylor,530.32,2025-03-12
P1750,147.87,Toys,Refunded,295.74,West,High,,Oscar King,147.87,2025-05-21
P1751,10.1,Clothing,Cancelled,40.4,East,Low,U56061,Grace King,10.1,2025-09-10
P1752,364.76,Electronics,Completed,1823.8,East,High,U26118,Eva Young,364.76,2025-05-14
P1753,125.98,Clothing,Cancelled,377.94,East,Low,U42234,Kevin Clark,125.98,2025-04-15
P1754,52.63,Toys,Completed,105.26,West,High,U98172,Frank Lewis,52.63,2025-09-23
P1755,31.89,Books,Completed,127.56,North,Low,,Oscar Johnson,31.89,2025-06-27
P1756,2499.65,Furniture,Refunded,7498.95,South,Low,U26353,Oscar Clark,2499.65,2025-04-15
P1757,481.97,Electronics,Cancelled,481.97,East,High,U90405,Julia Taylor,481.97,2025-04-16
P1758,5.61,Groceries,Pending,22.44,North,High,U93681,Mike Johnson,5.61,2025-05-19
P1759,76.63,Toys,Pending,383.15,South,High,U18526,Eva Anderson,76.63,2025-10-28
P1760,177.39,Clothing,Pending,532.17,North,Low,U90538,Ivan Young,177.39,2025-08-01
P1761,1958.8,Furniture,Cancelled,1958.8,West,Medium,U99151,Quinn Walker,1958.8,2025-08-12
P1762,115.06,Toys,Completed,230.12,East,Medium,U51450,Alice Lewis,115.06,2025-04-11
P1763,1766.19,Electronics,Pending,1766.19,West,High,U35805,Frank Clark,1766.19,2025-05-03
P1764,39.39,Books,Refunded,39.39,West,High,U92090,Kevin Anderson,39.39,2025-04-04
P1765,791.24,Furniture,Completed,2373.72,East,Low,U19556,Tina King,791.24,2025-08-25
P1766,1269.43,Electronics,Completed,6347.15,North,High,U59465,Kevin Johnson,1269.43,2025-03-02
P1767,226.54,Sports,Refunded,679.62,North,High,U83303,Bob Anderson,226.54,2025-07-13
P1768,1253.74,Electronics,Pending,5014.96,North,Medium,U66112,Tina King,1253.74,2025-02-11
P1769,56.57,Books,Refunded,56.57,East,Low,U23459,Alice King,56.57,2025-12-03
P1770,119.47,Toys,Pending,238.94,East,Medium,U91376,Oscar Brown,119.47,2025-04-05
P1771,31.59,Sports,Cancelled,63.18,West,Low,U56890,Julia King,31.59,2025-09-25
P1772,38.01,Clothing,Cancelled,114.03,East,Medium,U77853,Steve Brown,38.01,2025-01-08
P1773,123.78,Toys,Completed,618.9,West,Medium,U36263,Grace Johnson,123.78,2025-06-07
P1774,31.16,Books,Cancelled,124.64,East,Low,U53072,Frank Johnson,31.16,2025-08-26
P1775,1017.06,Electronics,Pending,1017.06,South,Medium,U41328,Paula Clark,1017.06,2025-12-13
P1776,86.06,Clothing,Cancelled,86.06,North,High,U82704,David Brown,86.06,2025-05-15
P1777,129.95,Clothing,Completed,389.85,North,High,U32825,Hannah Anderson,129.95,2025-12-06
P1778,85.06,Groceries,Pending,170.12,South,High,U44313,David Smith,85.06,2025-11-05
P1779,1999.12,Furniture,Cancelled,1999.12,South,Medium,U58449,Laura Brown,1999.12,2025-09-26
P1780,132.84,Toys,Completed,132.84,South,High,U35124,Rachel Lewis,132.84,2025-12-12
P1781,60.76,Groceries,Completed,121.52,South,Low,U29472,Kevin Taylor,60.76,2025-01-21
P1782,147.24,Sports,Refunded,294.48,South,Low,U71691,Tina Johnson,147.24,2025-03-17
P1783,2278.79,Furniture,Cancelled,11393.95,West,Low,U52182,Laura Young,2278.79,2025-12-16
P1784,57.57,Books,Cancelled,230.28,West,Low,U86543,Bob Taylor,57.57,2025-04-07
P1785,2603.19,Furniture,Pending,10412.76,East,Medium,U84890,Frank Clark,2603.19,2025-05-18
P1786,311.94,Electronics,Cancelled,311.94,West,Low,U86541,Bob Walker,311.94,2025-09-20
P1787,43.76,Groceries,Refunded,175.04,West,Medium,U51552,Ivan Lewis,43.76,2025-01-06
P1788,777.99,Furniture,Cancelled,777.99,North,Medium,U77212,Rachel Johnson,777.99,2025-05-08
P1789,281.25,Electronics,Completed,843.75,South,Medium,U53154,Ivan Anderson,281.25,2025-12-27
P1790,344.93,Sports,Pending,1034.79,South,Low,U44227,Alice Anderson,344.93,2025-05-27
P1791,78.75,Groceries,Refunded,315.0,North,Medium,U29566,Mike Taylor,78.75,2025-04-24
P1792,16.54,Books,Refunded,33.08,West,Medium,U51035,Grace Lewis,16.54,2025-12-14
P1793,93.35,Clothing,Completed,466.75,East,High,U26822,Julia Smith,93.35,2025-08-26
P1794,50.89,Books,Pending,152.67,West,Medium,U62870,Rachel Anderson,50.89,2025-06-19
P1795,1156.78,Electronics,Pending,1156.78,South,Medium,U89036,Tina King,1156.78,2025-07-13
P1796,190.25,Clothing,Refunded,190.25,South,Medium,U84647,Oscar Anderson,190.25,2025-02-06
P1797,1366.03,Electronics,Completed,2732.06,West,High,U19108,Mike Anderson,1366.03,2025-04-08
P1798,66.64,Groceries,Refunded,66.64,North,Medium,U32521,Kevin Lewis,66.64,2025-07-06
P1799,301.82,Electronics,Refunded,1207.28,North,Medium,U37063,Eva Taylor,301.82,2025-05-14
P1800,357.74,Sports,Pending,1430.96,East,Low,U99762,Oscar Anderson,357.74,2025-04-01
P1801,94.69,Clothing,Pending,378.76,East,Low,U70319,Oscar King,94.69,2025-01-24
P1802,611.43,Electronics,Cancelled,2445.72,East,Medium,U32954,Nina Taylor,611.43,2025-03-20
P1803,28.76,Books,Pending,115.04,North,Medium,U15723,Hannah Brown,28.76,2025-05-21
P1804,47.32,Toys,Pending,47.32,West,Medium,U82459,David Clark,47.32,2025-02-25
P1805,1033.57,Electronics,Refunded,3100.71,West,High,U76330,Bob Walker,1033.57,2025-01-03
P1806,43.2,Books,Refunded,172.8,East,Low,U35480,Mike Smith,43.2,2025-01-09
P1807,1432.74,Electronics,Cancelled,2865.48,West,Medium,U20819,Rachel Taylor,1432.74,2025-12-15
P1808,99.45,Clothing,Pending,298.35,South,High,U33230,Julia Johnson,99.45,2025-09-24
P1809,588.51,Furniture,Cancelled,588.51,South,Medium,U38399,Bob Young,588.51,2025-04-15
P1810,7.63,Books,Completed,38.15,West,Low,U16870,Tina Smith,7.63,2025-01-25
P1811,2324.63,Furniture,Cancelled,4649.26,South,High,U65270,Alice Smith,2324.63,2025-06-27
P1812,139.19,Clothing,Pending,139.19,North,Low,U31895,Bob Lewis,139.19,2025-09-04
P1813,170.3,Sports,Pending,851.5,South,Low,U66083,David Taylor,170.3,2025-04-04
P1814,33.69,Groceries,Refunded,33.69,East,High,U70132,Hannah Johnson,33.69,2025-11-27
P1815,65.69,Groceries,Completed,197.07,North,High,U88494,Paula Johnson,65.69,2025-12-18
P1816,495.36,Sports,Pending,2476.8,East,High,U92689,Mike Brown,495.36,2025-06-06
P1817,46.89,Books,Refunded,140.67,North,Medium,,Steve Walker,46.89,2025-07-17
P1818,45.8,Books,Completed,229.0,South,High,U26260,Julia Taylor,45.8,2025-12-14
P1819,129.34,Sports,Completed,129.34,South,Medium,U36478,Eva Lewis,129.34,2025-04-21
P1820,514.22,Electronics,Refunded,2571.1,East,High,U94358,Bob Young,514.22,2025-07-21
P1821,151.34,Sports,Pending,151.34,East,Medium,U80688,Bob Taylor,151.34,2025-11-23
P1822,17.23,Books,Cancelled,68.92,South,Medium,U18469,Paula Johnson,17.23,2025-04-02
P1823,59.56,Books,Pending,119.12,North,High,U36787,Hannah Young,59.56,2025-02-14
P1824,30.69,Books,Pending,61.38,South,Medium,U42632,Julia Anderson,30.69,2025-10-15
P1825,16.08,Books,Completed,64.32,East,Medium,U71697,Oscar Lewis,16.08,2025-09-20
P1826,28.84,Books,Refunded,57.68,North,Medium,U20909,Julia King,28.84,2025-09-05
P1827,110.36,Toys,Refunded,331.08,West,Medium,U59171,Rachel King,110.36,2025-08-03
P1828,15.39,Groceries,Pending,61.56,South,High,,Quinn Clark,15.39,2025-08-13
P1829,2826.83,Furniture,Refunded,8480.49,West,Medium,U87110,Charlie Lewis,2826.83,2025-01-04
P1830,2803.18,Furniture,Pending,5606.36,West,Medium,U55688,Quinn Walker,2803.18,2025-11-23
P1831,70.25,Groceries,Refunded,281.0,South,High,U57371,Alice Brown,70.25,2025-05-20
P1832,2838.37,Furniture,Cancelled,5676.74,South,Low,U96848,Frank Smith,2838.37,2025-02-25
P1833,1306.57,Electronics,Refunded,5226.28,North,Low,U65436,Frank Lewis,1306.57,2025-05-23
P1834,51.06,Groceries,Refunded,255.3,East,Low,U21648,David King,51.06,2025-06-27
P1835,61.11,Clothing,Refunded,122.22,East,High,U74451,Alice Johnson,61.11,2025-02-25
P1836,27.98,Books,Cancelled,111.92,West,High,U34431,Eva Taylor,27.98,2025-08-06
P1837,142.53,Toys,Pending,570.12,South,High,U33950,Grace Anderson,142.53,2025-07-15
P1838,55.21,Books,Pending,55.21,North,Medium,U26342,Ivan Johnson,55.21,2025-06-01
P1839,39.04,Toys,Completed,156.16,North,High,U10947,Steve Smith,39.04,2025-02-07
P1840,119.81,Toys,Cancelled,479.24,West,Medium,U89216,Nina Clark,119.81,2025-06-22
P1841,99.95,Groceries,Cancelled,199.9,West,Medium,U56665,Kevin Johnson,99.95,2025-01-15
P1842,352.17,Sports,Completed,704.34,North,Low,U42576,Laura Walker,352.17,2025-10-22
P1843,52.84,Books,Refunded,264.2,South,High,U52229,Alice Clark,52.84,2025-01-26
P1844,22.9,Books,Pending,91.6,West,Medium,U20665,Laura Lewis,22.9,2025-08-22
P1845,352.75,Sports,Refunded,352.75,East,Low,U28764,Quinn King,352.75,2025-12-17
P1846,299.33,Electronics,Cancelled,299.33,West,High,U25162,Paula Young,299.33,2025-04-08
P1847,42.38,Clothing,Completed,42.38,West,Low,,Kevin Lewis,42.38,2025-05-08
P1848,19.17,Books,Completed,76.68,South,Low,U74482,Charlie Clark,19.17,2025-04-19
P1849,462.69,Sports,Cancelled,462.69,West,Low,U60023,Rachel Lewis,462.69,2025-04-08
P1850,13.34,Groceries,Completed,13.34,North,Medium,U34662,David King,13.34,2025-06-05
P1851,163.55,Sports,Completed,654.2,East,High,U34885,Mike Lewis,163.55,2025-06-25
P1852,80.16,Groceries,Pending,160.32,North,Medium,,Oscar Clark,80.16,2025-03-27
P1853,84.05,Groceries,Refunded,336.2,South,Low,U97208,Bob King,84.05,2025-06-10
